Time	pre_cru	tem_cru	pre_cn05	tem_cn05	runoff
1977-03-01	11.96	-5.31	12.72	-6.02	546
1977-04-01	33.12	0.16	35.79	-0.17	910
1977-05-01	43.42	2.89	48.69	2.70	1160
1977-06-01	62.60	6.92	69.13	6.55	1320
1977-07-01	95.23	9.95	96.01	9.77	1220
1977-08-01	72.29	9.28	80.60	8.66	1230
1977-09-01	71.59	6.93	74.71	6.02	1070
1977-10-01	31.89	0.01	31.86	-0.90	856
1977-11-01	11.46	-8.58	11.05	-9.23	650
1977-12-01	4.86	-11.93	3.87	-12.72	430
1978-01-01	2.09	-15.16	2.08	-15.44	400
1978-02-01	7.36	-10.58	6.65	-10.85	356
1978-03-01	19.99	-5.02	18.49	-5.52	391
1978-04-01	20.85	0.70	20.44	0.28	705
1978-05-01	44.45	5.27	45.74	5.07	1040
1978-06-01	77.34	7.51	83.90	7.23	966
1978-07-01	111.02	9.80	116.13	9.46	998
1978-08-01	108.99	9.59	123.56	9.16	1070
1978-09-01	81.72	5.11	88.33	4.38	2820
1978-10-01	45.52	0.31	45.83	-0.40	1520
1978-11-01	8.76	-6.90	8.59	-7.26	910
1978-12-01	0.55	-9.78	0.89	-10.30	629
1979-01-01	2.68	-11.48	2.94	-12.18	618
1979-02-01	4.18	-9.22	4.82	-9.84	638
1979-03-01	8.43	-5.84	8.97	-5.87	559
1979-04-01	19.17	1.61	20.54	1.26	728
1979-05-01	39.10	5.47	44.09	5.23	887
1979-06-01	63.84	8.19	69.54	7.80	614
1979-07-01	158.46	8.45	156.67	8.26	990
1979-08-01	120.24	9.78	136.34	9.39	2630
1979-09-01	75.14	4.82	76.88	4.28	2130
1979-10-01	16.75	-0.10	16.72	-0.97	1380
1979-11-01	3.13	-7.10	4.32	-7.76	889
1979-12-01	3.60	-11.04	3.33	-11.56	575
1980-01-01	3.55	-13.33	2.86	-13.74	497
1980-02-01	6.32	-10.04	6.87	-10.29	505
1980-03-01	13.41	-4.60	14.59	-4.83	514
1980-04-01	15.91	0.75	17.86	0.69	715
1980-05-01	40.59	4.81	46.55	4.73	747
1980-06-01	77.92	7.31	87.29	7.01	689
1980-07-01	101.11	9.60	107.56	9.21	1300
1980-08-01	88.71	8.74	95.43	8.32	1150
1980-09-01	72.58	5.61	78.55	4.87	1280
1980-10-01	19.82	-0.06	22.50	-0.62	1330
1980-11-01	0.72	-5.23	1.69	-5.93	759
1980-12-01	0.43	-10.92	0.84	-11.54	477
1981-01-01	6.27	-12.63	5.24	-13.04	529
1981-02-01	1.78	-8.66	2.65	-8.77	428
1981-03-01	15.98	-4.17	15.88	-4.71	496
1981-04-01	35.31	0.55	35.99	0.25	678
1981-05-01	38.18	4.97	39.05	4.64	1010
1981-06-01	89.63	8.90	96.95	8.54	1360
1981-07-01	111.12	11.38	119.25	10.93	1770
1981-08-01	120.04	10.54	123.54	10.22	1530
1981-09-01	112.75	5.69	122.93	4.85	4240
1981-10-01	15.38	0.00	20.20	-0.73	2100
1981-11-01	7.70	-7.84	8.72	-8.47	990
1981-12-01	2.67	-12.46	2.82	-13.19	695
1982-01-01	1.24	-10.62	1.48	-11.15	655
1982-02-01	7.35	-10.20	7.64	-10.40	640
1982-03-01	18.29	-4.56	16.22	-4.66	540
1982-04-01	30.54	-0.94	36.20	-1.54	906
1982-05-01	45.72	3.94	48.08	3.62	1210
1982-06-01	73.88	7.02	79.88	6.59	1670
1982-07-01	81.70	9.97	88.44	9.51	1830
1982-08-01	76.35	9.13	82.37	8.71	1250
1982-09-01	97.40	5.72	96.81	4.97	1490
1982-10-01	27.89	1.38	32.51	0.50	1900
1982-11-01	7.17	-6.67	7.75	-7.23	936
1982-12-01	3.58	-13.13	2.77	-13.99	617
1983-01-01	6.77	-14.77	5.09	-15.16	598
1983-02-01	3.91	-12.76	4.82	-12.95	464
1983-03-01	13.19	-6.55	13.70	-6.97	489
1983-04-01	27.18	-1.37	30.27	-1.55	779
1983-05-01	57.39	4.60	59.04	4.62	1210
1983-06-01	90.02	6.94	99.48	6.83	1430
1983-07-01	128.19	9.03	128.66	8.75	3220
1983-08-01	87.08	8.63	93.18	8.29	2440
1983-09-01	77.52	6.14	88.01	5.53	1220
1983-10-01	49.36	1.21	53.23	0.75	2280
1983-11-01	0.88	-6.60	1.61	-7.08	1170
1983-12-01	2.62	-11.77	2.33	-12.53	689
1984-01-01	5.04	-14.01	4.68	-14.72	712
1984-02-01	2.01	-8.92	3.40	-9.42	625
1984-03-01	7.27	-4.75	9.00	-5.12	586
1984-04-01	19.38	1.24	22.35	1.03	780
1984-05-01	72.76	4.05	73.32	3.81	984
1984-06-01	109.45	7.59	115.93	7.62	1370
1984-07-01	120.99	9.23	127.04	9.03	2870
1984-08-01	65.02	8.15	71.80	7.95	2110
1984-09-01	77.43	5.14	85.89	4.63	1140
1984-10-01	18.24	0.54	22.48	-0.15	1190
1984-11-01	4.29	-6.07	5.16	-6.48	813
1984-12-01	2.69	-10.78	2.52	-11.21	550
1985-01-01	4.25	-12.57	3.45	-13.05	608
1985-02-01	2.29	-10.37	3.42	-10.83	457
1985-03-01	9.21	-4.81	9.92	-5.29	448
1985-04-01	19.72	0.69	22.19	0.60	706
1985-05-01	83.92	5.06	82.20	4.97	954
1985-06-01	98.53	7.17	102.69	6.83	1310
1985-07-01	100.45	8.93	106.19	8.67	1560
1985-08-01	93.44	10.30	106.93	9.72	1290
1985-09-01	92.05	4.83	99.91	4.31	2860
1985-10-01	36.09	0.12	33.49	-0.25	1750
1985-11-01	3.14	-7.89	3.61	-8.75	814
1985-12-01	4.72	-11.55	3.42	-12.09	659
1986-01-01	1.09	-13.65	1.26	-13.84	601
1986-02-01	3.19	-10.10	4.28	-10.54	440
1986-03-01	7.96	-5.55	9.64	-6.12	534
1986-04-01	25.42	-0.42	26.96	-0.69	677
1986-05-01	64.34	5.21	65.72	4.96	1150
1986-06-01	120.51	7.46	121.36	7.25	1430
1986-07-01	83.34	9.84	92.59	9.25	2270
1986-08-01	78.89	8.83	87.67	8.27	1500
1986-09-01	46.77	4.79	59.34	4.04	1030
1986-10-01	15.62	-0.37	18.63	-0.98	775
1986-11-01	3.95	-6.64	4.99	-7.30	574
1986-12-01	4.47	-10.55	3.78	-10.74	397
1987-01-01	1.05	-11.69	1.26	-12.19	432
1987-02-01	3.76	-7.61	5.38	-8.20	428
1987-03-01	10.66	-3.98	9.92	-4.35	509
1987-04-01	30.23	0.88	29.80	0.64	485
1987-05-01	71.26	3.64	77.05	3.43	970
1987-06-01	125.62	8.33	129.16	8.26	971
1987-07-01	76.44	9.99	84.13	9.36	951
1987-08-01	61.17	8.73	69.33	8.27	1100
1987-09-01	64.32	5.69	73.34	4.81	861
1987-10-01	13.42	0.93	16.50	0.13	835
1987-11-01	2.82	-5.38	3.45	-5.95	714
1987-12-01	2.92	-10.44	2.56	-10.98	482
1988-01-01	3.30	-11.53	2.90	-11.85	457
1988-02-01	9.23	-8.80	9.93	-9.24	370
1988-03-01	19.78	-5.45	17.61	-5.83	387
1988-04-01	14.01	0.23	17.60	-0.15	609
1988-05-01	70.39	4.80	72.51	4.65	1080
1988-06-01	82.41	8.14	84.61	7.99	951
1988-07-01	93.78	10.48	97.72	10.36	1050
1988-08-01	89.84	9.63	95.94	9.32	1060
1988-09-01	72.43	5.89	80.16	5.07	887
1988-10-01	44.19	1.63	48.87	0.76	811
1988-11-01	3.73	-6.04	5.09	-6.59	676
1988-12-01	1.73	-9.41	1.55	-10.19	788
1989-01-01	4.28	-13.09	3.26	-13.40	646
1989-02-01	10.60	-9.92	10.39	-10.58	605
1989-03-01	11.59	-5.05	11.91	-5.39	543
1989-04-01	46.89	-0.76	44.35	-1.11	931
1989-05-01	49.10	4.79	52.15	4.29	1200
1989-06-01	108.60	7.86	112.60	7.84	1050
1989-07-01	136.15	10.31	125.24	9.94	1510
1989-08-01	98.80	9.23	104.06	8.81	2430
1989-09-01	70.12	6.89	76.51	6.26	2440
1989-10-01	43.23	1.32	44.10	0.59	1390
1989-11-01	8.67	-6.84	8.85	-6.84	1070
1989-12-01	5.95	-11.04	4.46	-11.52	795
1990-01-01	2.97	-11.19	2.96	-11.78	695
1990-02-01	8.78	-9.24	9.25	-9.73	660
1990-03-01	19.83	-4.50	16.91	-4.78	667
1990-04-01	32.56	-0.83	33.74	-0.88	877
1990-05-01	49.54	3.69	54.92	3.34	1630
1990-06-01	64.53	7.57	69.62	7.34	1530
1990-07-01	98.54	10.01	103.87	9.83	1260
1990-08-01	86.16	9.27	90.21	9.03	1170
1990-09-01	56.91	5.91	64.24	5.27	889
1990-10-01	33.15	0.01	34.26	-0.54	851
1990-11-01	2.97	-5.28	3.90	-5.84	1000
1990-12-01	0.55	-9.95	0.97	-10.61	732
1991-01-01	7.35	-13.51	6.09	-13.69	639
1991-02-01	6.34	-8.57	7.56	-8.91	604
1991-03-01	10.90	-3.75	11.33	-3.94	523
1991-04-01	26.48	-0.15	25.75	-0.27	707
1991-05-01	55.05	4.53	58.42	4.55	1170
1991-06-01	71.03	8.72	80.18	8.55	1020
1991-07-01	101.82	10.87	105.11	10.71	1160
1991-08-01	75.09	9.50	75.79	9.38	926
1991-09-01	40.67	5.48	49.57	5.13	717
1991-10-01	20.98	0.32	23.72	0.12	776
1991-11-01	3.76	-7.87	5.25	-7.91	848
1991-12-01	4.21	-11.49	3.87	-11.70	606
1992-01-01	1.55	-13.70	1.71	-13.88	569
1992-02-01	5.91	-12.01	5.81	-12.19	552
1992-03-01	15.46	-4.80	14.24	-5.06	424
1992-04-01	15.42	1.45	17.25	1.38	552
1992-05-01	66.45	4.25	64.38	4.26	1130
1992-06-01	103.40	7.59	106.13	7.57	971
1992-07-01	110.52	8.43	109.58	8.34	1070
1992-08-01	76.76	8.97	90.04	8.77	986
1992-09-01	95.02	5.93	101.25	5.65	777
1992-10-01	29.42	-1.21	33.64	-1.62	898
1992-11-01	2.72	-7.73	4.10	-7.96	860
1992-12-01	1.90	-11.20	1.93	-11.33	704
1993-01-01	9.31	-14.89	8.28	-15.41	622
1993-02-01	9.92	-7.98	10.10	-8.10	615
1993-03-01	19.73	-4.42	19.09	-4.44	567
1993-04-01	11.61	0.53	14.14	0.64	761
1993-05-01	74.24	3.46	72.91	3.48	1080
1993-06-01	79.35	6.97	86.85	7.03	1010
1993-07-01	119.47	9.59	115.87	9.47	1470
1993-08-01	97.80	8.52	99.51	8.40	1560
1993-09-01	58.19	5.01	61.45	4.68	1130
1993-10-01	23.65	-0.71	25.56	-1.05	991
1993-11-01	1.69	-5.52	2.91	-6.00	907
1993-12-01	1.63	-10.42	1.59	-10.86	657
1994-01-01	6.48	-11.53	7.76	-12.02	593
1994-02-01	5.00	-9.34	5.72	-9.61	608
1994-03-01	11.09	-5.91	11.23	-6.15	535
1994-04-01	28.63	1.04	30.35	1.08	842
1994-05-01	43.46	5.10	46.59	5.06	1140
1994-06-01	114.57	7.57	117.53	7.61	1200
1994-07-01	95.80	9.75	96.86	9.46	1180
1994-08-01	82.94	10.01	89.63	9.89	1310
1994-09-01	63.61	6.85	73.04	6.39	1070
1994-10-01	19.50	-0.66	21.51	-1.03	905
1994-11-01	6.32	-5.63	6.58	-5.71	893
1994-12-01	3.96	-10.94	3.23	-11.15	710
1995-01-01	6.37	-14.61	5.51	-14.40	653
1995-02-01	8.33	-11.44	8.72	-11.74	604
1995-03-01	12.50	-5.65	13.60	-5.69	546
1995-04-01	26.07	-1.19	27.08	-1.26	837
1995-05-01	31.08	6.22	36.67	6.05	1170
1995-06-01	60.83	8.73	68.58	8.47	1030
1995-07-01	112.53	9.64	111.79	9.55	982
1995-08-01	110.91	8.60	115.21	8.54	1000
1995-09-01	75.57	6.71	71.26	6.35	1000
1995-10-01	33.29	0.40	33.23	0.17	784
1995-11-01	5.48	-6.47	5.86	-6.39	829
1995-12-01	3.54	-12.05	3.26	-12.01	576
1996-01-01	6.66	-13.83	4.48	-13.55	459
1996-02-01	6.41	-9.48	6.81	-9.64	424
1996-03-01	16.27	-4.25	13.86	-4.63	457
1996-04-01	24.37	0.19	25.00	0.01	830
1996-05-01	55.59	4.47	54.57	4.59	1150
1996-06-01	81.07	7.34	84.74	7.19	936
1996-07-01	129.44	10.00	109.28	10.03	983
1996-08-01	77.68	10.05	74.86	9.98	998
1996-09-01	62.46	5.18	63.25	5.22	714
1996-10-01	33.75	-0.01	31.51	-0.05	724
1996-11-01	4.16	-7.30	3.72	-6.79	654
1996-12-01	0.19	-12.18	0.60	-12.07	401
1997-01-01	3.66	-12.68	2.87	-12.71	369
1997-02-01	7.65	-11.55	7.94	-11.39	341
1997-03-01	22.73	-4.00	18.41	-3.85	329
1997-04-01	31.04	-0.37	33.74	-0.41	561
1997-05-01	60.15	5.02	61.46	4.98	1130
1997-06-01	69.31	7.32	71.51	7.63	864
1997-07-01	102.48	9.64	108.75	9.81	837
1997-08-01	77.02	9.66	87.10	9.47	908
1997-09-01	47.53	4.65	54.82	4.34	653
1997-10-01	25.02	-1.36	26.60	-1.23	696
1997-11-01	6.77	-7.80	6.15	-7.29	660
1997-12-01	3.48	-12.70	4.14	-12.86	385
1998-01-01	3.96	-13.32	3.18	-13.19	348
1998-02-01	6.10	-8.41	5.38	-8.24	359
1998-03-01	21.49	-5.21	20.45	-5.03	355
1998-04-01	27.75	2.50	29.78	3.02	626
1998-05-01	78.04	5.70	75.55	5.90	1010
1998-06-01	72.28	9.12	77.31	9.22	885
1998-07-01	120.11	10.07	105.16	10.32	807
1998-08-01	115.38	8.98	104.65	9.13	765
1998-09-01	57.67	6.68	53.57	6.78	719
1998-10-01	36.89	0.88	34.95	0.61	839
1998-11-01	2.47	-5.40	2.82	-5.49	811
1998-12-01	2.42	-10.77	2.27	-10.52	599
1999-01-01	3.22	-12.18	3.22	-12.04	539
1999-02-01	3.48	-7.02	4.50	-7.13	508
1999-03-01	10.61	-3.62	9.53	-3.57	615
1999-04-01	18.39	1.98	17.13	1.98	784
1999-05-01	62.93	4.52	55.19	4.36	963
1999-06-01	110.22	8.45	109.38	8.64	897
1999-07-01	121.80	9.94	123.24	9.70	1290
1999-08-01	69.00	9.47	81.60	9.49	1240
1999-09-01	53.80	6.50	62.15	6.40	1060
1999-10-01	55.86	0.13	49.10	0.47	1050
1999-11-01	4.36	-6.20	3.92	-5.65	877
1999-12-01	1.55	-12.47	1.86	-12.19	680
2000-01-01	3.41	-12.75	2.48	-12.21	605
2000-02-01	7.17	-11.48	6.28	-11.24	508
2000-03-01	9.43	-5.66	10.19	-5.54	517
2000-04-01	21.49	-0.44	17.91	-0.18	959
2000-05-01	44.00	5.28	38.12	5.61	1110
2000-06-01	102.09	8.26	93.23	8.36	1067
2000-07-01	64.55	11.68	61.04	11.96	881
2000-08-01	91.27	8.55	90.56	8.66	729
2000-09-01	86.44	5.18	84.09	5.11	1094
2000-10-01	30.63	0.41	30.04	0.46	1038
2000-11-01	8.94	-7.19	8.84	-6.90	804
2000-12-01	4.28	-11.42	3.34	-11.17	542
2001-01-01	5.44	-12.32	4.50	-12.11	514
2001-02-01	4.70	-8.54	5.57	-8.59	400
2001-03-01	7.59	-5.21	6.96	-5.33	432
2001-04-01	33.80	-0.11	31.67	-0.09	783
2001-05-01	48.71	3.77	46.43	3.60	1048
2001-06-01	59.16	7.87	63.57	8.09	919
2001-07-01	72.69	11.57	82.59	11.27	927
2001-08-01	86.43	9.07	83.73	9.16	857
2001-09-01	103.90	6.41	99.02	6.76	817
2001-10-01	26.29	0.82	28.55	1.06	862
2001-11-01	5.38	-5.74	6.01	-5.73	832
2001-12-01	3.64	-11.18	3.58	-10.82	543
2002-01-01	6.53	-13.05	5.19	-12.84	480
2002-02-01	2.73	-7.90	4.13	-7.72	407
2002-03-01	10.96	-4.15	10.97	-4.22	433
2002-04-01	21.79	1.79	24.59	2.19	816
2002-05-01	83.18	3.69	76.76	3.58	1037
2002-06-01	99.05	8.51	88.49	9.06	1025
2002-07-01	67.80	10.96	71.57	10.85	923
2002-08-01	51.10	9.70	59.47	9.39	751
2002-09-01	75.14	5.76	66.24	5.88	766
2002-10-01	20.00	-0.50	15.00	-0.67	1116
2002-11-01	5.84	-7.00	5.90	-7.32	709
2002-12-01	1.63	-10.34	1.82	-10.53	487
2003-01-01	2.04	-11.64	2.54	-11.81	356
2003-02-01	4.30	-7.95	4.77	-8.04	329
2003-03-01	14.19	-4.16	14.05	-4.06	286
2003-04-01	25.42	1.40	25.12	1.62	423
2003-05-01	65.30	4.13	70.71	4.53	748
2003-06-01	87.65	7.64	77.39	7.82	762
2003-07-01	113.43	9.71	113.21	10.01	741
2003-08-01	124.11	9.99	121.52	10.09	903
2003-09-01	71.94	6.30	69.46	6.18	1103
2003-10-01	32.77	0.70	35.50	0.59	1260
2003-11-01	4.80	-5.79	5.41	-5.39	867
2003-12-01	3.56	-10.65	3.33	-10.69	559
2004-01-01	5.89	-12.14	3.82	-12.50	500
2004-02-01	5.16	-9.82	4.97	-9.82	416
2004-03-01	9.84	-3.14	8.40	-3.18	435
2004-04-01	23.43	1.73	26.22	1.62	758
2004-05-01	64.68	4.34	64.71	4.07	1061
2004-06-01	83.31	7.42	84.26	7.65	1000
2004-07-01	101.90	9.90	98.92	9.44	837
2004-08-01	103.85	9.55	99.29	9.88	748
2004-09-01	78.82	5.83	77.85	5.65	839
2004-10-01	35.79	-0.37	30.80	-0.17	964
2004-11-01	4.35	-7.39	4.62	-7.24	880
2004-12-01	3.75	-9.90	3.23	-9.91	605
2005-01-01	4.61	-11.11	3.75	-11.31	548
