Time	pre_cru	tem_cru	pre_cn05	tem_cn05	runoff
1973-02-01	6.02	-9.22	6.23	-8.91	108.00
1973-03-01	7.40	-4.46	6.33	-4.22	129.00
1973-04-01	14.75	-0.87	14.67	-0.91	189.00
1973-05-01	54.06	3.29	59.61	2.59	262.00
1973-06-01	102.17	5.40	126.64	4.79	550.00
1973-07-01	80.19	8.05	97.55	7.34	456.00
1973-08-01	81.16	7.85	94.27	6.99	568.00
1973-09-01	63.95	5.81	77.44	4.89	521.00
1973-10-01	47.87	-0.15	42.52	-0.65	315.00
1973-11-01	7.64	-8.12	6.34	-8.69	185.00
1973-12-01	9.56	-12.55	6.89	-13.80	119.00
1974-01-01	3.75	-11.50	3.39	-12.31	114.00
1974-02-01	1.72	-7.62	2.59	-7.09	101.00
1974-03-01	12.12	-5.49	10.40	-5.43	109.00
1974-04-01	14.86	-1.04	14.22	-1.42	162.00
1974-05-01	67.72	3.45	71.41	2.85	269.00
1974-06-01	128.75	7.00	153.34	6.02	858.00
1974-07-01	122.04	7.85	141.00	6.57	1080.00
1974-08-01	131.90	7.75	147.17	6.55	1290.00
1974-09-01	115.80	4.98	135.97	3.68	1490.00
1974-10-01	24.40	2.54	25.76	1.98	658.00
1974-11-01	4.10	-6.57	4.19	-5.51	322.00
1974-12-01	4.67	-10.90	3.87	-9.56	201.00
1975-01-01	6.09	-14.00	5.20	-12.02	167.00
1975-02-01	9.91	-10.33	10.28	-9.44	138.00
1975-03-01	7.74	-5.74	7.10	-5.26	141.00
1975-04-01	19.15	-0.84	20.45	-1.12	224.00
1975-05-01	48.40	2.37	56.12	1.96	281.00
1975-06-01	110.65	7.47	125.67	6.68	754.00
1975-07-01	144.65	8.38	161.44	7.44	1090.00
1975-08-01	69.98	8.23	85.16	7.03	918.00
1975-09-01	86.38	6.34	104.97	4.79	865.00
1975-10-01	47.94	1.76	48.07	0.67	554.00
1975-11-01	2.40	-5.96	2.71	-5.90	296.00
1975-12-01	0.29	-11.70	1.09	-11.27	162.00
1976-01-01	2.12	-12.10	2.40	-12.01	128.00
1976-02-01	9.22	-8.17	7.89	-8.09	127.00
1976-03-01	8.79	-5.12	7.76	-4.81	132.00
1976-04-01	18.52	-1.36	18.80	-1.59	173.00
1976-05-01	68.75	2.49	74.28	1.77	375.00
1976-06-01	123.53	6.09	144.34	4.98	948.00
1976-07-01	103.70	6.37	122.10	5.12	972.00
1976-08-01	117.27	7.15	127.52	6.36	896.00
1976-09-01	77.76	4.62	94.35	3.24	892.00
1976-10-01	26.68	-0.87	28.27	-2.15	492.00
1976-11-01	2.30	-4.62	2.81	-4.59	269.00
1976-12-01	0.87	-9.12	1.41	-8.83	184.00
1977-01-01	6.10	-10.18	5.14	-10.22	128.00
1977-02-01	16.02	-10.35	13.31	-9.71	127.00
1977-03-01	8.66	-5.58	7.81	-4.99	144.00
1977-04-01	38.75	-1.21	38.71	-1.95	201.00
1977-05-01	48.51	1.20	53.46	0.35	354.00
1977-06-01	80.61	5.21	101.97	4.11	971.00
1977-07-01	103.21	8.75	121.95	7.74	994.00
1977-08-01	104.77	7.72	117.83	6.78	932.00
1977-09-01	59.50	6.32	70.67	5.08	486.00
1977-10-01	42.53	-1.52	42.47	-2.67	379.00
1977-11-01	6.78	-8.26	5.45	-7.98	211.00
1977-12-01	6.32	-11.95	4.76	-11.41	136.00
1978-01-01	4.16	-14.98	4.00	-14.03	117.00
1978-02-01	7.77	-10.10	7.27	-9.32	91.00
1978-03-01	13.19	-5.72	12.02	-5.82	100.00
1978-04-01	19.44	-1.50	20.41	-2.21	243.00
1978-05-01	63.30	3.07	68.13	1.90	463.00
1978-06-01	87.19	6.05	104.99	5.25	818.00
1978-07-01	96.51	8.26	113.58	7.26	713.00
1978-08-01	91.29	7.96	98.13	7.16	854.00
1978-09-01	70.53	4.78	86.58	3.54	656.00
1978-10-01	30.20	0.23	28.75	-0.74	407.00
1978-11-01	21.52	-7.21	16.78	-7.25	240.00
1978-12-01	1.96	-10.54	1.90	-11.25	140.00
1979-01-01	2.58	-10.18	2.61	-10.45	102.00
1979-02-01	9.13	-9.79	8.22	-9.69	97.00
1979-03-01	4.45	-6.56	5.12	-6.21	103.00
1979-04-01	18.78	0.57	17.12	-0.12	232.00
1979-05-01	31.30	5.26	38.84	4.80	313.00
1979-06-01	94.79	6.64	117.98	5.55	365.00
1979-07-01	139.17	7.23	152.94	6.41	1020.00
1979-08-01	104.60	8.64	114.75	7.27	1190.00
1979-09-01	89.31	3.75	107.66	2.28	1120.00
1979-10-01	30.11	-1.31	32.70	-2.21	693.00
1979-11-01	2.72	-5.89	2.52	-5.93	337.00
1979-12-01	9.86	-11.35	8.41	-11.41	204.00
1980-01-01	4.05	-13.00	3.15	-12.83	145.00
1980-02-01	4.87	-8.69	4.96	-8.60	131.00
1980-03-01	12.80	-5.09	11.13	-5.19	138.00
1980-04-01	8.28	-0.75	10.44	-1.18	232.00
1980-05-01	39.55	3.15	47.04	2.39	309.00
1980-06-01	111.38	6.22	136.61	5.28	724.00
1980-07-01	138.02	8.18	154.95	7.06	1360.00
1980-08-01	161.35	7.43	169.83	6.42	1950.00
1980-09-01	100.07	5.50	110.65	4.26	1290.00
1980-10-01	41.75	-1.52	43.44	-2.72	801.00
1980-11-01	0.48	-5.35	1.59	-6.74	405.00
1980-12-01	0.94	-9.85	1.60	-10.02	233.00
1981-01-01	6.42	-12.04	5.73	-11.81	172.00
1981-02-01	7.15	-8.06	6.69	-8.00	160.00
1981-03-01	16.38	-5.43	15.08	-5.86	155.00
1981-04-01	19.75	-1.14	18.40	-1.66	269.00
1981-05-01	58.54	3.24	61.91	2.10	470.00
1981-06-01	86.14	7.91	107.91	6.69	881.00
1981-07-01	131.64	9.84	145.49	8.31	1390.00
1981-08-01	118.15	9.84	124.77	8.42	902.00
1981-09-01	88.25	5.78	98.33	4.41	894.00
1981-10-01	7.32	0.97	11.68	0.39	468.00
1981-11-01	13.12	-8.28	10.01	-8.30	265.00
1981-12-01	7.18	-11.84	7.11	-12.11	170.00
1982-01-01	1.15	-10.33	1.87	-10.86	140.00
1982-02-01	5.92	-10.48	6.51	-10.38	111.00
1982-03-01	13.01	-5.12	9.78	-5.20	118.00
1982-04-01	28.83	-2.41	28.42	-2.40	159.00
1982-05-01	30.81	2.60	39.50	2.05	295.00
1982-06-01	155.36	5.88	171.62	5.06	924.00
1982-07-01	136.67	8.61	147.77	7.62	1760.00
1982-08-01	76.54	7.96	85.10	6.89	761.00
1982-09-01	94.39	5.80	111.58	4.68	973.00
1982-10-01	24.56	-0.03	26.22	-1.21	512.00
1982-11-01	13.16	-6.20	11.06	-7.47	294.00
1982-12-01	4.14	-11.96	3.27	-11.63	183.00
1983-01-01	5.53	-14.34	4.99	-13.66	138.00
1983-02-01	6.54	-13.75	6.57	-12.67	109.00
1983-03-01	12.50	-6.85	11.75	-6.47	123.00
1983-04-01	17.85	-2.87	19.61	-3.05	192.00
1983-05-01	34.65	3.04	42.40	2.45	454.00
1983-06-01	126.33	5.90	149.38	5.20	829.00
1983-07-01	137.70	8.57	145.35	7.69	1430.00
1983-08-01	74.00	7.27	88.36	6.38	755.00
1983-09-01	76.70	5.98	89.75	4.66	567.00
1983-10-01	56.62	0.79	52.03	0.34	512.00
1983-11-01	2.10	-7.49	2.74	-8.00	271.00
1983-12-01	1.84	-11.15	3.02	-11.15	150.00
1984-01-01	5.71	-12.05	4.82	-11.63	113.00
1984-02-01	1.50	-6.81	2.64	-6.50	126.00
1984-03-01	8.87	-4.18	8.10	-3.75	132.00
1984-04-01	11.27	0.22	14.05	-0.52	179.00
1984-05-01	43.27	2.86	47.67	2.29	201.00
1984-06-01	106.81	6.97	130.14	6.40	536.00
1984-07-01	163.25	8.15	176.65	7.32	1180.00
1984-08-01	34.64	6.49	53.97	5.98	658.00
1984-09-01	51.38	4.89	71.60	3.81	380.00
1984-10-01	30.61	1.40	33.29	0.91	252.00
1984-11-01	4.92	-6.90	4.42	-7.40	176.00
1984-12-01	2.66	-8.13	2.55	-7.92	122.00
1985-01-01	6.51	-11.92	5.83	-11.48	96.00
1985-02-01	2.85	-10.93	3.51	-9.92	78.00
1985-03-01	11.43	-3.97	10.51	-3.45	97.00
1985-04-01	21.20	-1.30	24.48	-1.47	141.00
1985-05-01	61.79	3.77	65.75	2.56	287.00
1985-06-01	156.02	6.40	177.11	5.18	1080.00
1985-07-01	129.27	7.37	146.34	6.31	1370.00
1985-08-01	117.36	9.08	123.33	7.83	1060.00
1985-09-01	112.10	4.93	128.89	4.02	1510.00
1985-10-01	26.25	-1.02	27.65	-1.28	719.00
1985-11-01	6.25	-8.76	5.73	-9.30	342.00
1985-12-01	3.71	-11.60	3.29	-10.86	214.00
1986-01-01	3.05	-12.58	2.97	-11.42	165.00
1986-02-01	3.45	-10.29	4.03	-9.35	142.00
1986-03-01	7.60	-6.24	6.96	-6.07	137.00
1986-04-01	32.08	-1.55	30.68	-2.22	182.00
1986-05-01	32.93	3.52	38.49	2.70	405.00
1986-06-01	90.56	7.04	107.20	6.44	513.00
1986-07-01	76.57	8.61	93.78	7.87	546.00
1986-08-01	91.49	7.51	107.70	6.80	373.00
1986-09-01	92.61	4.07	106.76	3.15	577.00
1986-10-01	27.89	-1.54	33.23	-2.41	406.00
1986-11-01	7.16	-5.65	5.87	-6.73	215.00
1986-12-01	5.64	-9.38	3.90	-9.80	138.00
1987-01-01	2.00	-11.20	2.40	-11.27	96.00
1987-02-01	10.54	-7.25	8.13	-7.24	92.00
1987-03-01	10.13	-5.04	9.64	-5.08	99.00
1987-04-01	24.97	-0.94	24.03	-1.45	177.00
1987-05-01	36.01	2.94	41.68	2.07	265.00
1987-06-01	84.18	8.48	100.63	7.62	431.00
1987-07-01	150.98	8.99	169.58	7.70	960.00
1987-08-01	126.63	7.13	150.48	5.81	1210.00
1987-09-01	119.95	4.94	135.91	3.65	888.00
1987-10-01	23.82	-0.03	26.14	-1.24	618.00
1987-11-01	3.30	-4.90	3.28	-5.66	270.00
1987-12-01	9.92	-11.65	7.69	-11.81	164.00
1988-01-01	4.59	-11.13	4.40	-10.85	139.00
1988-02-01	9.57	-7.07	9.94	-7.08	121.00
1988-03-01	16.42	-4.43	13.89	-4.40	130.00
1988-04-01	24.91	-1.06	24.47	-1.28	205.00
1988-05-01	62.99	3.50	71.47	2.46	392.00
1988-06-01	92.75	7.07	114.56	6.12	723.00
1988-07-01	115.14	9.28	135.10	8.15	908.00
1988-08-01	104.19	8.55	114.08	7.48	942.00
1988-09-01	107.02	5.52	115.20	4.20	1097.00
1988-10-01	15.90	2.31	19.06	1.39	488.00
1988-11-01	7.08	-5.78	5.90	-6.43	267.00
1988-12-01	1.90	-8.97	2.13	-9.40	169.00
1989-01-01	4.95	-11.95	4.15	-12.01	136.00
1989-02-01	6.63	-9.07	6.68	-8.57	123.00
1989-03-01	9.48	-4.73	7.82	-3.88	129.00
1989-04-01	20.87	-2.15	22.77	-2.13	148.00
1989-05-01	73.29	3.56	75.78	3.21	323.00
1989-06-01	123.60	7.43	135.91	6.55	890.00
1989-07-01	107.20	9.21	121.37	8.10	1110.00
1989-08-01	124.78	7.90	134.92	6.88	955.00
1989-09-01	99.46	6.82	118.74	5.46	960.00
1989-10-01	44.66	0.99	47.92	-0.43	652.00
1989-11-01	13.80	-6.11	10.15	-6.76	324.00
1989-12-01	6.89	-12.82	4.95	-12.91	187.00
1990-01-01	3.00	-9.75	2.92	-9.17	155.00
1990-02-01	8.44	-8.89	8.19	-8.45	138.00
1990-03-01	12.30	-6.53	9.55	-6.55	134.00
1990-04-01	24.65	-2.15	22.18	-2.46	213.00
1990-05-01	60.30	2.07	68.12	1.35	532.00
1990-06-01	107.10	6.28	126.50	4.95	1140.00
1990-07-01	125.11	8.55	144.13	7.52	1050.00
1990-08-01	76.26	7.71	94.89	6.74	916.00
1990-09-01	87.44	4.87	105.91	3.53	869.00
1990-10-01	55.27	-0.48	51.92	-1.23	640.00
1990-11-01	2.13	-5.36	2.44	-6.08	324.00
1990-12-01	1.81	-9.36	1.80	-9.90	196.00
1991-01-01	8.11	-14.33	8.29	-13.54	156.00
1991-02-01	6.71	-7.51	6.60	-6.98	143.00
1991-03-01	14.35	-4.32	11.57	-4.00	150.00
1991-04-01	27.21	-1.44	27.35	-1.35	181.00
1991-05-01	34.49	3.58	42.55	3.11	431.00
1991-06-01	119.36	7.09	138.83	6.26	724.00
1991-07-01	143.88	9.24	158.55	8.49	1290.00
1991-08-01	141.19	7.59	153.51	6.73	1760.00
1991-09-01	66.84	4.50	88.14	3.87	888.00
1991-10-01	13.04	0.05	15.72	0.07	450.00
1991-11-01	8.25	-7.28	6.34	-7.17	283.00
1991-12-01	6.15	-10.94	4.71	-10.81	194.00
1992-01-01	4.22	-13.19	3.21	-12.52	141.00
1992-02-01	8.80	-12.35	7.48	-11.48	129.00
1992-03-01	8.24	-4.96	7.69	-4.44	137.00
1992-04-01	12.58	-0.37	13.95	-0.56	233.00
1992-05-01	54.29	2.76	59.51	2.41	277.00
1992-06-01	112.40	6.10	130.34	5.68	573.00
1992-07-01	88.55	7.00	104.21	6.55	940.00
1992-08-01	66.14	7.57	90.30	7.26	509.00
1992-09-01	70.96	5.63	84.05	5.16	540.00
1992-10-01	26.31	-1.69	27.92	-1.64	317.00
1992-11-01	3.00	-7.97	3.05	-8.14	198.00
1992-12-01	3.82	-12.05	2.81	-11.71	128.00
1993-01-01	10.45	-13.86	10.46	-12.39	104.00
1993-02-01	6.12	-8.68	6.03	-8.08	94.00
1993-03-01	10.40	-6.17	8.47	-5.50	98.00
1993-04-01	21.38	-1.27	21.42	-1.37	170.00
1993-05-01	44.01	2.81	48.93	2.57	294.00
1993-06-01	110.15	5.64	129.28	5.12	590.00
1993-07-01	143.78	8.27	161.83	7.46	1260.00
1993-08-01	168.91	7.58	172.49	7.09	1560.00
1993-09-01	90.62	4.06	107.68	3.51	911.00
1993-10-01	25.40	-0.75	27.83	-0.62	608.00
1993-11-01	1.67	-5.76	2.16	-5.92	301.00
1993-12-01	1.96	-9.83	2.02	-9.24	183.00
1994-01-01	7.74	-9.85	11.66	-9.16	140.00
1994-02-01	7.77	-9.67	7.64	-9.41	121.00
1994-03-01	10.83	-6.32	8.63	-5.42	123.00
1994-04-01	27.87	-1.09	26.38	-1.40	180.00
1994-05-01	61.52	3.38	69.48	2.75	427.00
1994-06-01	110.95	6.19	129.91	5.62	885.00
1994-07-01	47.79	8.05	71.07	7.36	469.00
1994-08-01	67.55	8.31	82.15	7.85	356.00
1994-09-01	72.03	7.20	83.62	6.61	464.00
1994-10-01	16.81	-0.56	19.91	-0.69	221.00
1994-11-01	9.07	-7.05	6.33	-7.09	142.00
1994-12-01	1.63	-10.55	1.90	-10.08	92.00
1995-01-01	9.90	-13.46	6.58	-12.68	83.00
1995-02-01	8.97	-11.62	9.32	-10.10	76.00
1995-03-01	19.44	-5.38	16.60	-4.62	95.00
1995-04-01	28.38	-2.37	25.68	-1.91	151.00
1995-05-01	30.98	5.22	38.99	5.24	519.00
1995-06-01	106.63	8.05	130.16	7.68	411.00
1995-07-01	123.04	8.05	142.24	7.34	822.00
1995-08-01	102.92	7.01	114.55	6.60	740.00
1995-09-01	82.95	5.83	100.79	4.93	768.00
1995-10-01	35.60	-0.08	35.89	-0.10	474.00
1995-11-01	16.95	-6.18	13.32	-5.56	256.00
1995-12-01	10.04	-11.84	8.66	-10.64	147.00
1996-01-01	9.58	-12.75	6.44	-12.39	122.00
1996-02-01	8.46	-8.75	9.20	-8.20	109.00
1996-03-01	13.47	-3.95	9.67	-3.63	123.00
1996-04-01	20.52	-0.60	22.04	-0.52	292.00
1996-05-01	59.63	3.15	64.82	2.76	319.00
1996-06-01	97.97	6.00	115.79	5.63	558.00
1996-07-01	130.06	8.55	141.37	7.96	1110.00
1996-08-01	62.46	8.59	81.72	7.81	672.00
1996-09-01	101.47	4.11	123.58	3.65	870.00
1996-10-01	51.07	-0.36	49.33	-0.53	635.00
1996-11-01	5.97	-6.58	4.08	-5.89	315.00
1996-12-01	0.05	-10.86	0.87	-9.92	167.00
1997-01-01	2.50	-12.96	2.31	-12.28	119.00
1997-02-01	10.11	-12.08	8.06	-10.86	100.00
1997-03-01	17.36	-5.35	13.64	-4.99	130.00
1997-04-01	19.95	-2.89	15.24	-3.01	171.00
1997-05-01	51.71	2.53	53.21	2.32	426.00
1997-06-01	114.14	5.48	130.51	5.04	821.00
1997-07-01	86.71	8.00	100.72	7.28	1020.00
1997-08-01	63.78	7.74	78.62	7.00	526.00
1997-09-01	76.04	3.81	102.53	3.37	527.00
1997-10-01	35.05	-2.78	30.80	-2.81	371.00
1997-11-01	12.30	-8.02	11.17	-7.90	211.00
1997-12-01	7.08	-13.57	6.29	-12.47	141.00
1998-01-01	2.88	-12.09	2.91	-11.62	99.00
1998-02-01	11.38	-9.09	9.64	-9.38	97.00
1998-03-01	16.11	-5.66	15.27	-5.40	110.00
1998-04-01	16.55	-0.47	15.54	-0.91	304.00
1998-05-01	36.45	4.71	41.47	4.32	493.00
1998-06-01	120.21	8.05	137.06	7.47	469.00
1998-07-01	149.32	8.70	164.27	8.50	1110.00
1998-08-01	159.68	7.76	172.68	7.27	1390.00
1998-09-01	61.55	5.74	77.76	5.14	1090.00
1998-10-01	65.32	0.35	64.91	0.11	588.00
1998-11-01	11.47	-5.40	9.97	-5.59	404.00
1998-12-01	3.62	-10.73	2.94	-10.12	189.00
1999-01-01	3.11	-10.99	3.38	-10.55	134.00
1999-02-01	8.15	-5.85	8.52	-5.21	131.00
1999-03-01	8.79	-3.34	7.28	-2.54	144.00
1999-04-01	9.08	1.04	10.38	1.71	173.00
1999-05-01	82.85	3.25	79.40	3.22	195.00
1999-06-01	163.90	7.65	178.45	7.53	1110.00
1999-07-01	77.53	8.12	94.77	7.39	999.00
1999-08-01	117.20	7.74	129.09	6.92	918.00
1999-09-01	62.24	5.52	80.15	4.94	768.00
1999-10-01	71.80	-0.65	67.18	-0.45	479.00
1999-11-01	10.44	-6.49	8.28	-6.07	295.00
1999-12-01	2.09	-12.26	1.90	-11.44	179.00
2000-01-01	4.99	-12.05	4.05	-11.57	126.00
2000-02-01	9.75	-11.00	7.42	-10.26	116.00
2000-03-01	11.99	-6.81	11.12	-6.38	122.00
2000-04-01	39.89	-2.08	39.18	-2.10	262.00
2000-05-01	61.48	3.03	68.81	2.58	515.00
2000-06-01	106.91	7.45	122.94	7.01	1010.00
2000-07-01	104.90	9.58	124.29	8.57	1060.00
2000-08-01	130.96	7.14	150.28	6.65	1050.00
2000-09-01	99.00	4.30	118.41	3.88	1310.00
2000-10-01	22.72	-0.21	23.97	-0.61	560.00
2000-11-01	6.44	-6.30	5.71	-5.76	309.00
2000-12-01	4.57	-11.02	2.96	-10.31	195.00
2001-01-01	7.17	-11.28	7.17	-10.57	132.00
2001-02-01	4.95	-7.95	4.77	-6.96	126.00
2001-03-01	14.61	-6.61	11.29	-6.01	118.00
2001-04-01	27.75	-1.74	28.98	-1.88	167.00
2001-05-01	69.38	1.63	73.77	1.29	266.00
2001-06-01	112.53	5.74	134.92	4.91	1184.00
2001-07-01	95.75	9.56	115.62	8.60	886.00
2001-08-01	122.02	7.67	128.59	7.20	920.00
2001-09-01	82.56	6.17	99.49	5.64	1018.00
2001-10-01	33.07	0.08	32.13	-0.43	454.00
2001-11-01	5.49	-5.95	4.04	-5.76	275.00
2001-12-01	5.15	-9.86	3.76	-9.06	182.00
2002-01-01	10.92	-12.42	7.27	-11.74	126.00
